,humanGEMID,abbreviation,description,formula,subsystem,ecnumber,keggId,keggorthology,cog,seed,metanetx,MetaboliteMatch,Id
101,4HBZCOAFm,4HBZCOAFm,"""4-Hydroxybenzoyl Coenzyme A Formation""","""coa[m] + coucoa[m] + h2o[m] + nad[m] -> 4hbzcoa[m] + accoa[m] + h[m] + nadh[m] """,ubiquinone_synthesis,"""nan""",R08767,,,,MNXR95010,bio/C28H36N7O18P3S,bio/4HBZCOAFm
102,HMR_6786,4HBZFm,"""4-Hydroxybenzoate Formation""","""4hbzcoa[m] + h2o[m] -> 4hbz[m] + coa[m] + h[m] """,ubiquinone_synthesis,"""3.1.2.23""",R01301,,,,MNXR95011,bio/CHEMBL441343,bio/HMR_6786
103,4HBZFm,4HBZFm,"""4-Hydroxybenzoate Formation""","""4hbzcoa[m] + h2o[m] -> 4hbz[m] + coa[m] + h[m] """,ubiquinone_synthesis,"""3.1.2.23""",R01301,,,,MNXR95011,bio/CHEMBL441343,bio/4HBZFm
104,HMR_8033,4HDEBRISOQUINEte,"""Transport of Xenobiotic""","""4hdebrisoquine[e] <=> 4hdebrisoquine[c] """,transport_extracellular,"""nan""",,,,,MNXR95014,bio/C10H14N3O,bio/HMR_8033
105,HMR_8097,4HGLSDm,"""L-4-Hydroxyglutamate Semialdehyde Dehydrogenase, Mitochondrial""","""4hglusa[m] + h2o[m] + nad[m] -> e4hglu[m] + 2.0 h[m] + nadh[m] """,arginine_and_proline_metabolism,"""1.2.1.-, 1.2.1.88""",R05051,,,,MNXR95015,0,bio/HMR_8097
106,,4HOXPACDOX_NADP_,"""4-Hydroxyphenylacetaldehyde:NADP+ Oxidoreductase""","""4hoxpacd[c] + h2o[c] + nadp[c] <=> 4hphac[c] + 2.0 h[c] + nadph[c] """,tyrosine_metabolism,"""1.2.1.5""",,,,,,bio/C8H8O2,bio/4HOXPACDOX_NADP_
107,HMR_8099,4MOPt2im,"""4-Methyl-2-Oxopentanoate Mitochondrial Transport via Proton Symport""","""4mop[c] + h[c] -> 4mop[m] + h[m] """,transport_mitochondrial,"""nan""",,,,,MNXR95034,bio/CHEMBL445647,bio/HMR_8099
108,HMR_8100,4MPTNLte,"""4-Methylpentanal Transport""","""4mptnl[c] <=> 4mptnl[e] """,transport_extracellular,"""nan""",,,,,MNXR95036,bio/C6H12O,bio/HMR_8100
109,4MPTNLtr,4MPTNLte,"""4-Methylpentanal Transport""","""4mptnl[c] <=> 4mptnl[e] """,transport_extracellular,"""nan""",,,,,MNXR95036,bio/C6H12O,bio/4MPTNLtr
110,HMR_8100,4MPTNLtm,"""4-Methylpentanal Transport, Mitochondrial""","""4mptnl[c] <=> 4mptnl[m] """,transport_mitochondrial,"""nan""",,,,,MNXR95036,bio/C6H12O,bio/HMR_8100
111,4MPTNLtr,4MPTNLtm,"""4-Methylpentanal Transport, Mitochondrial""","""4mptnl[c] <=> 4mptnl[m] """,transport_mitochondrial,"""nan""",,,,,MNXR95036,bio/C6H12O,bio/4MPTNLtr
112,,4MPTNLtr,"""4-Methylpentanal Transport, Endoplasmatic Reticulum""","""4mptnl[c] <=> 4mptnl[r] """,transport_endoplasmic_reticular,"""nan""",,,,,,bio/C6H12O,bio/4MPTNLtr
113,HMR_8053,4MTOLBUTAMIDEte,"""Transport of Xenobiotic""","""4mtolbutamide[e] <=> 4mtolbutamide[c] """,transport_extracellular,"""nan""",,,,,MNXR95037,bio/C12H18N2O4S,bio/HMR_8053
114,HMR_8101,4NPHSFte,"""Transport of Xenobiotic""","""4nphsf[e] <=> 4nphsf[c] """,transport_extracellular,"""nan""",,,,,MNXR95041,bio/C6H4NO6S,bio/HMR_8101
115,HMR_7688,4NPHSULT,"""4-Nitrophenol Sulfotransferase""","""4nph[c] + paps[c] -> 4nphsf[c] + h[c] + pap[c] """,cytochrome_metabolism,"""nan""",,,,,MNXR95042,bio/CHEMBL14130,bio/HMR_7688
116,HMR_7690,4NPHte,"""Transport of Xenobiotic""","""4nph[e] <=> 4nph[c] """,transport_extracellular,"""nan""",,,,,MNXR95043,bio/CHEMBL14130,bio/HMR_7690
117,HMR_8103,4PYRDX,"""4-Pyridoxal Secretion""","""4pyrdx[c] + atp[c] + h2o[c] -> 4pyrdx[e] + adp[c] + h[c] + pi[c] """,transport_extracellular,"""nan""",,,,,MNXR95053,bio/C8H9NO4,bio/HMR_8103
118,HMR_7990,5ADTSTSTERONEGLCte,"""Glucuronidated Compound Transport""","""5adtststeroneglc[c] + atp[c] + h2o[c] -> 5adtststeroneglc[e] + adp[c] + h[c] + pi[c] """,transport_extracellular,"""nan""",,,,,MNXR95056,bio/C25H38O8,bio/HMR_7990
119,HMR_7989,5ADTSTSTERONEGLCtr,"""Glucuronidated Compound Transport""","""5adtststeroneglc[c] <=> 5adtststeroneglc[r] """,transport_endoplasmic_reticular,"""nan""",,,,,MNXR95057,bio/C25H38O8,bio/HMR_7989
120,HMR_7975,5ADTSTSTERONESte,"""Sulfonated Testosterone Transport""","""5adtststerones[c] <=> 5adtststerones[e] """,transport_extracellular,"""nan""",,,,,MNXR95059,bio/C19H29O5S,bio/HMR_7975
121,HMR_7974,5ADTSTSTERONESULT,"""5Alpha-Dihydrotestosterone Sulfotransferase""","""5adtststerone[c] + paps[c] -> 5adtststerones[c] + h[c] + pap[c] """,steroid_metabolism,"""nan""",,,,,MNXR95058,bio/C19H29O5S,bio/HMR_7974
122,HMR_8104,5ADTSTSTERONEte,"""5 Alpha Dihydrotesterone Transport""","""5adtststerone[e] <=> 5adtststerone[c] """,transport_extracellular,"""nan""",,,,,MNXR95060,bio/CHEMBL27769,bio/HMR_8104
123,HMR_7988,5ADTSTSTERONEte,"""5 Alpha Dihydrotesterone Transport""","""5adtststerone[e] <=> 5adtststerone[c] """,transport_extracellular,"""nan""",,,,,MNXR95060,bio/CHEMBL27769,bio/HMR_7988
124,HMR_8104,5ADTSTSTERONEtr,"""5 Alpha Dihydrotesterone Intracellular Transport""","""5adtststerone[r] <=> 5adtststerone[c] """,transport_endoplasmic_reticular,"""nan""",,,,,MNXR95060,bio/CHEMBL27769,bio/HMR_8104
125,HMR_7988,5ADTSTSTERONEtr,"""5 Alpha Dihydrotesterone Intracellular Transport""","""5adtststerone[r] <=> 5adtststerone[c] """,transport_endoplasmic_reticular,"""nan""",,,,,MNXR95060,bio/CHEMBL27769,bio/HMR_7988
126,HMR_4743,5AOPtm,"""5-Aminolevulinate Mitochondrial Transport""","""5aop[c] <=> 5aop[m] """,heme_synthesis,"""nan""",,,,,MNXR95062,bio/CHEMBL601,bio/HMR_4743
127,HMR_8118,5DHFtl,"""5-Glutamyl-Dhf Transport, Lysosomal""","""5dhf[c] -> 5dhf[l] """,transport_lysosomal,"""nan""",,,,,MNXR95068,bio/C39H43N11O18,bio/HMR_8118
128,,5FTHFt2,"""5-Formyltetrahydrofolate Transport via Anion Exchange""","""5fthf[e] + h2o[c] <=> 5fthf[c] + h2o[e] """,transport_extracellular,"""nan""",,,,,,bio/CHEMBL69905,bio/5FTHFt2
129,,5HLTDL,"""5-Hydroxy-L-Tryptophan Decarboxy-Lyase""","""5htrp[c] + h[c] -> co2[c] + srtn[c] """,tryptophan_metabolism,"""4.1.1.28""",,,,rxn01948,MNXR95078,0,bio/5HLTDL
130,HMR_8047,5HOMEPRAZOLEte,"""Transport of Xenobiotic""","""5homeprazole[e] <=> 5homeprazole[c] """,transport_extracellular,"""nan""",,,,,MNXR95079,bio/C17H19N3O4S,bio/HMR_8047
131,,5HOXINDACTO2OX,"""5-Hydroxyindoleacetaldehyde:Oxygen Oxidoreductase""","""5hoxindact[c] + h2o[c] + o2[c] -> 5hoxindoa[c] + h[c] + h2o2[c] """,tryptophan_metabolism,"""1.2.3.1""",,,,,MNXR95080,bio/C10H9NO2,bio/5HOXINDACTO2OX
132,,5HOXINDACTOXm,"""5-Hydroxyindoleacetaldehyde:NAD+ Oxidoreductase, Mitochondrial""","""5hoxindact[m] + h2o[m] + nad[m] -> 5hoxindoa[m] + 2.0 h[m] + nadh[m] """,tryptophan_metabolism,"""1.5.1.12""",,,,,,bio/C10H9NO2,bio/5HOXINDACTOXm
133,HMR_4558,5HOXINOXDA,"""5-Hydroxytryptamine:Oxygen Oxidoreductase (Deaminating) (Flavin-Containing)""","""h2o[c] + o2[c] + srtn[c] -> 5hoxindact[c] + h2o2[c] + nh4[c] """,tryptophan_metabolism,"""1.4.3.4""",R02908,,,,MNXR95082,0,bio/HMR_4558
134,,5HTRPDOX,"""5-Hydroxy-L-Tryptophan:Oxygen 2, 3-Dioxygenase (Indole-Decyclizing)""","""5htrp[c] + o2[c] -> 5hoxnfkyn[c] """,tryptophan_metabolism,"""1.13.11.52""",,,,,,bio/CHEMBL162789,bio/5HTRPDOX
135,,5HTRPVESSEC,"""5-Hydroxy-L-Tryptophan Secretion via Secretory Vesicle (ATP Driven)""","""5htrp[c] + atp[c] + h2o[c] -> 5htrp[e] + adp[c] + h[c] + pi[c] """,transport_extracellular,"""1.13.11.52""",,,,,,bio/CHEMBL162789,bio/5HTRPVESSEC
136,,5HXKYNDCL,"""5-Hydroxykynurenamine Decarboxy-Lyase""","""5hxkyn[c] + h[c] -> 5hxkynam[c] + co2[c] """,tryptophan_metabolism,"""4.1.1.28""",,,,rxn03360,MNXR279,bio/CHEMBL3577712,bio/5HXKYNDCL
137,,5HXKYNOXDA,"""5-Hydroxykynurenamine:Oxygen Oxidoreductase (Deaminating) (Flavin-Containing)""","""5hxkynam[c] + o2[c] -> 46dhoxquin[c] + h2o2[c] + nh4[c] """,tryptophan_metabolism,"""1.4.3.4""",,,,,,bio/CHEMBL3577712,bio/5HXKYNOXDA
138,HMR_3916,5MTHFt,"""5-Methyltetrahydrofolate Transport via Receptor Binding And Protolysis""","""5mthf[e] <=> 5mthf[c] """,transport_extracellular,"""nan""",,,,,MNXR95088,bio/C20H24N7O6,bio/HMR_3916
139,HMR_7683,5MTHFt2,"""5-Methyltetrahydrofolate Transport via Anion Exchange""","""5mthf[e] + h2o[c] <=> 5mthf[c] + h2o[e] """,transport_extracellular,"""nan""",,,,,MNXR95089,bio/C20H24N7O6,bio/HMR_7683
140,5MTHFt2,5MTHFt2,"""5-Methyltetrahydrofolate Transport via Anion Exchange""","""5mthf[e] + h2o[c] <=> 5mthf[c] + h2o[e] """,transport_extracellular,"""nan""",,,,,MNXR95089,bio/C20H24N7O6,bio/5MTHFt2
141,HMR_8120,5THFtl,"""5-Glutamyl-Thf Transport, Lysosomal""","""5thf[c] -> 5thf[l] """,transport_lysosomal,"""nan""",,,,,MNXR95093,bio/C39H45N11O18,bio/HMR_8120
142,HMR_8119,5THFtl,"""5-Glutamyl-Thf Transport, Lysosomal""","""5thf[c] -> 5thf[l] """,transport_lysosomal,"""nan""",,,,,MNXR95093,bio/C39H45N11O18,bio/HMR_8119
143,HMR_8120,5THFtm,"""5-Glutamyl-Thf Transport, M Mitochondrial""","""5thf[m] -> 5thf[c] """,transport_mitochondrial,"""nan""",,,,,MNXR95093,bio/C39H45N11O18,bio/HMR_8120
144,HMR_8119,5THFtm,"""5-Glutamyl-Thf Transport, M Mitochondrial""","""5thf[m] -> 5thf[c] """,transport_mitochondrial,"""nan""",,,,,MNXR95093,bio/C39H45N11O18,bio/HMR_8119
145,HMR_8122,6DHFtl,"""6-Glutamyl-Dhf Transport, Lysosomal""","""6dhf[c] -> 6dhf[l] """,transport_lysosomal,"""nan""",,,,,MNXR95096,bio/C44H49N12O21,bio/HMR_8122
146,HMR_8121,6DHFtl,"""6-Glutamyl-Dhf Transport, Lysosomal""","""6dhf[c] -> 6dhf[l] """,transport_lysosomal,"""nan""",,,,,MNXR95096,bio/C44H49N12O21,bio/HMR_8121
147,HMR_8122,6DHFtm,"""6-Glutamyl-Dhf Transport, M Mitochondrial""","""6dhf[m] -> 6dhf[c] """,transport_mitochondrial,"""nan""",,,,,MNXR95096,bio/C44H49N12O21,bio/HMR_8122
148,HMR_8121,6DHFtm,"""6-Glutamyl-Dhf Transport, M Mitochondrial""","""6dhf[m] -> 6dhf[c] """,transport_mitochondrial,"""nan""",,,,,MNXR95096,bio/C44H49N12O21,bio/HMR_8121
149,HMR_7961,6HTSTSTERONEte,"""Hydroxylated Testosterone Transport""","""6htststerone[c] <=> 6htststerone[e] """,transport_extracellular,"""nan""",,,,,MNXR95098,bio/CHEMBL2074878,bio/HMR_7961
150,HMR_7960,6HTSTSTERONEte,"""Hydroxylated Testosterone Transport""","""6htststerone[c] <=> 6htststerone[e] """,transport_extracellular,"""nan""",,,,,MNXR95098,bio/CHEMBL2074878,bio/HMR_7960
151,HMR_7961,6HTSTSTERONEtr,"""Hydroxylated Testosterone Transport""","""6htststerone[c] <=> 6htststerone[r] """,transport_endoplasmic_reticular,"""nan""",,,,,MNXR95098,bio/CHEMBL2074878,bio/HMR_7961
152,HMR_7960,6HTSTSTERONEtr,"""Hydroxylated Testosterone Transport""","""6htststerone[c] <=> 6htststerone[r] """,transport_endoplasmic_reticular,"""nan""",,,,,MNXR95098,bio/CHEMBL2074878,bio/HMR_7960
153,HMR_8124,6THFtl,"""6-Glutamyl-Thf Transport, Lysosomal""","""6thf[c] -> 6thf[l] """,transport_lysosomal,"""nan""",,,,,MNXR95105,bio/C44H51N12O21,bio/HMR_8124
154,HMR_8123,6THFtl,"""6-Glutamyl-Thf Transport, Lysosomal""","""6thf[c] -> 6thf[l] """,transport_lysosomal,"""nan""",,,,,MNXR95105,bio/C44H51N12O21,bio/HMR_8123
155,HMR_8124,6THFtm,"""6-Glutamyl-Thf Transport, M Mitochondrial""","""6thf[m] -> 6thf[c] """,transport_mitochondrial,"""nan""",,,,,MNXR95105,bio/C44H51N12O21,bio/HMR_8124
156,HMR_8123,6THFtm,"""6-Glutamyl-Thf Transport, M Mitochondrial""","""6thf[m] -> 6thf[c] """,transport_mitochondrial,"""nan""",,,,,MNXR95105,bio/C44H51N12O21,bio/HMR_8123
157,7DHCHSTEROLtr,7DHCHSTEROLtr,"""Cholesterol Precursor Intracellular Transport""","""7dhchsterol[r] <=> 7dhchsterol[c] """,transport_endoplasmic_reticular,"""nan""",,,,,MNXR95108,bio/CHEMBL1797131,bio/7DHCHSTEROLtr
158,HMR_8126,7DHFtl,"""7-Glutamyl-Dhf Transport, Lysosomal""","""7dhf[c] -> 7dhf[l] """,transport_lysosomal,"""nan""",,,,,MNXR95109,bio/C49H55N13O24,bio/HMR_8126
159,HMR_8125,7DHFtl,"""7-Glutamyl-Dhf Transport, Lysosomal""","""7dhf[c] -> 7dhf[l] """,transport_lysosomal,"""nan""",,,,,MNXR95109,bio/C49H55N13O24,bio/HMR_8125
160,HMR_8126,7DHFtm,"""7-Glutamyl-Dhf Transport, M Mitochondrial""","""7dhf[m] -> 7dhf[c] """,transport_mitochondrial,"""nan""",,,,,MNXR95109,bio/C49H55N13O24,bio/HMR_8126
161,HMR_8125,7DHFtm,"""7-Glutamyl-Dhf Transport, M Mitochondrial""","""7dhf[m] -> 7dhf[c] """,transport_mitochondrial,"""nan""",,,,,MNXR95109,bio/C49H55N13O24,bio/HMR_8125
162,HMR_8128,7THFtl,"""7-Glutamyl-Thf Transport, Lysosomal""","""7thf[c] -> 7thf[l] """,transport_lysosomal,"""nan""",,,,,MNXR95112,bio/C49H57N13O24,bio/HMR_8128
163,HMR_8127,7THFtl,"""7-Glutamyl-Thf Transport, Lysosomal""","""7thf[c] -> 7thf[l] """,transport_lysosomal,"""nan""",,,,,MNXR95112,bio/C49H57N13O24,bio/HMR_8127
164,HMR_8128,7THFtm,"""7-Glutamyl-Thf Transport, M Mitochondrial""","""7thf[m] -> 7thf[c] """,transport_mitochondrial,"""nan""",,,,,MNXR95112,bio/C49H57N13O24,bio/HMR_8128
165,HMR_8127,7THFtm,"""7-Glutamyl-Thf Transport, M Mitochondrial""","""7thf[m] -> 7thf[c] """,transport_mitochondrial,"""nan""",,,,,MNXR95112,bio/C49H57N13O24,bio/HMR_8127
166,,A_MANASE,"""Alpha-Mannosidase""","""2.0 h2o[c] + m2mn[c] -> 2.0 man[c] + mn[c] """,n-glycan_degradation,"""3.2.1.24""",,,,,,0,bio/A_MANASE
167,HMR_7428,A_MANASEly,"""Alpha-Mannosidase, Lysosomal""","""2.0 h2o[l] + m2mn[l] -> 2.0 man[l] + mn[l] """,n-glycan_degradation,"""nan""",,,,,MNXR96148,0,bio/HMR_7428
168,A_MANASE,A_MANASEly,"""Alpha-Mannosidase, Lysosomal""","""2.0 h2o[l] + m2mn[l] -> 2.0 man[l] + mn[l] """,n-glycan_degradation,"""nan""",,,,,MNXR96148,0,bio/A_MANASE
169,HMR_8148,A4GALTc,"""Lactosylceramide 4-Alpha-Galactosyltransferase""","""galgluside_hs[c] + udpgal[c] -> h[c] + thcrm_hs[c] + udp[c] """,sphingolipid_metabolism,"""nan""",,,,,MNXR95128,0,bio/HMR_8148
170,HMR_8148,A4GALTg,"""Lactosylceramide 4-Alpha-Galactosyltransferase""","""galgluside_hs[g] + udpgal[g] -> h[g] + thcrm_hs[g] + udp[g] """,sphingolipid_metabolism,"""nan""",,,,,MNXR95128,0,bio/HMR_8148
171,HMR_8254,A4GNT1g,"""Alpha 1, 4-N-Acetylglucosaminyltransferase, Golgi Apparatus""","""T_antigen[g] + uacgam[g] -> gncore1[g] + h[g] + udp[g] """,o-glycan_metabolism,"""nan""",,,,,MNXR95130,0,bio/HMR_8254
172,HMR_8255,A4GNT2g,"""Alpha 1, 4-N-Acetylglucosaminyltransferase, Golgi Apparatus""","""core2[g] + uacgam[g] -> gncore2[g] + h[g] + udp[g] """,o-glycan_metabolism,"""nan""",,,,,MNXR95131,0,bio/HMR_8255
173,HMR_3852,AACTOOR,"""Aminoacetone:Oxygen Oxidoreductase (Deaminating) (Flavin-Containing)""","""aact[c] + h2o[c] + o2[c] -> h2o2[c] + mthgxl[c] + nh4[c] """,glycine_serine_alanine_and_threonine_metabolism,"""1.4.3.21, 1.4.3.4, 1.4.3.6""",R02529,K00276,COG1231 COG3733,rxn01833,MNXR95149,bio/C3H8NO,bio/HMR_3852
174,HMR_3954,AACTtm,"""Aminoacetone Transport, Mitochondrial""","""aact[m] -> aact[c] """,transport_mitochondrial,"""nan""",,,,,MNXR95150,bio/C3H8NO,bio/HMR_3954
175,HMR_4737,AASAD3m,"""L-Aminoadipate-Semialdehyde Dehydrogenase (NADH), Mitochondrial""","""h2o[m] + L2aadp6sa[m] + nad[m] -> 2.0 h[m] + L2aadp[m] + nadh[m] """,lysine_metabolism,"""1.2.1.31""",R03102,,,,MNXR95158,0,bio/HMR_4737
176,HMR_4739,AASAD3m,"""L-Aminoadipate-Semialdehyde Dehydrogenase (NADH), Mitochondrial""","""h2o[m] + L2aadp6sa[m] + nad[m] -> 2.0 h[m] + L2aadp[m] + nadh[m] """,lysine_metabolism,"""1.2.1.31""",R03102,,,,MNXR95158,0,bio/HMR_4739
177,,AATAi,"""2-Aminoadipate Transaminase, Irreversible""","""akg[c] + L2aadp[c] <=> 2oxoadp[c] + glu_L[c] """,lysine_metabolism,"""2.6.1.39""",,,,rxn01423,MNXR30562,0,bio/AATAi
178,HMR_8263,ABO1g,"""Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase""","""fucgalacglcgalgluside_hs[g] + udpacgal[g] -> acgalfucgalacglcgalgluside_hs[g] + h[g] + udp[g] """,blood_group_synthesis,"""nan""",,,,,MNXR95168,0,bio/HMR_8263
179,HMR_8267,ABO2g,"""Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase""","""fucgalacglcgalgluside_hs[g] + udpgal[g] -> galfucgalacglcgalgluside_hs[g] + h[g] + udp[g] """,blood_group_synthesis,"""nan""",,,,,MNXR95170,0,bio/HMR_8267
180,HMR_8281,ABO3g,"""Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase""","""fuc12gal14acglcgalgluside_hs[g] + udpgal[g] -> galfuc12gal14acglcgalgluside_hs[g] + h[g] + udp[g] """,blood_group_synthesis,"""nan""",,,,,MNXR95172,0,bio/HMR_8281
181,HMR_8284,ABO4g,"""Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase""","""fuc12gal14acglcgalgluside_hs[g] + udpacgal[g] -> acgalfuc12gal14acglcgalgluside_hs[g] + h[g] + udp[g] """,blood_group_synthesis,"""nan""",,,,,MNXR95174,0,bio/HMR_8284
182,HMR_8288,ABO5g,"""Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase""","""fucgalacgalfuc12gal14acglcgalgluside_hs[g] + udpacgal[g] -> acgalfucgalacgalfuc12gal14acglcgalgluside_hs[g] + h[g] + udp[g] """,blood_group_synthesis,"""nan""",,,,,MNXR95176,0,bio/HMR_8288
183,HMR_8292,ABO6g,"""Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase""","""fucgalacglcgal14acglcgalgluside_hs[g] + udpacgal[g] -> acgalfucgalacglcgal14acglcgalgluside_hs[g] + h[g] + udp[g] """,blood_group_synthesis,"""nan""",,,,,MNXR95178,0,bio/HMR_8292
184,HMR_8295,ABO7g,"""Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase""","""fucgalacgalfucgalacglcgal14acglcgalgluside_hs[g] + udpacgal[g] -> acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs[g] + h[g] + udp[g] """,blood_group_synthesis,"""nan""",,,,,MNXR95180,0,bio/HMR_8295
185,HMR_8298,ABO8g,"""Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase""","""fucgalacglcgal14acglcgalgluside_hs[g] + udpgal[g] -> galfucgalacglcgal14acglcgalgluside_hs[g] + h[g] + udp[g] """,blood_group_synthesis,"""nan""",,,,,MNXR95182,0,bio/HMR_8298
186,HMR_8302,ABO9g,"""Abo Blood Group (Transferase A, Alpha 1-3-N-Acetylgalactosaminyltransferase""","""fucfucgalacglcgalacglcgal14acglcgalgluside_hs[g] + 2.0 udpgal[g] -> galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs[g] + 2.0 h[g] + 2.0 udp[g] """,blood_group_synthesis,"""nan""",,,,,MNXR95184,0,bio/HMR_8302
187,HMR_4693,ABTArm,"""4-Aminobutyrate Transaminase, Reversible, Mitochondrial""","""4abut[m] + akg[m] <=> glu_L[m] + sucsal[m] """,glutamate_metabolism,"""2.6.1.19""",R01648,,,,MNXR95186,bio/C5H12O5,bio/HMR_4693
188,HMR_8342,ABTD,"""L-Arabinitol 4-Dehydrogenase""","""abt[c] + nad[c] <=> h[c] + nadh[c] + xylu_L[c] """,pentose_phosphate_pathway,"""1.1.1.12""",R01903,,,,MNXR95187,bio/C5H12O5,bio/HMR_8342
189,,ABTti,"""L-Arabinitol Transport via Passive Diffusion""","""abt[c] -> abt[e] """,transport_extracellular,"""1.1.1.12""",,,,,,bio/C5H12O5,bio/ABTti
190,HMR_8354,ABUTt2rL,"""4-Aminobutyrate Reversible Transport in via Proton Symport, Lysosomal""","""4abut[l] + h[l] <=> 4abut[c] + h[c] """,transport_lysosomal,"""nan""",,,,,MNXR94994,0,bio/HMR_8354
191,HMR_8355,ABUTt2rL,"""4-Aminobutyrate Reversible Transport in via Proton Symport, Lysosomal""","""4abut[l] + h[l] <=> 4abut[c] + h[c] """,transport_lysosomal,"""nan""",,,,,MNXR94994,0,bio/HMR_8355
192,,ABUTt4_2_r,"""4-Aminobutyrate Reversible Transport in via Sodium Symport (1:2)""","""4abut[e] + 2.0 na1[e] <=> 4abut[c] + 2.0 na1[c] """,transport_extracellular,"""nan""",,,,,,0,bio/ABUTt4_2_r
193,HMR_3206,ACACT10m,"""Acetyl Coenzyme A C-Acetyltransferase, Mitochondrial""","""2maacoa[m] + coa[m] <=> accoa[m] + ppcoa[m] """,valine_leucine_and_isoleucine_metabolism,"""2.3.1.16, 2.3.1.9""",R00927,,,,MNXR95195,bio/CHEMBL1230762,bio/HMR_3206
194,,ACACT1rm,"""Acetyl Coenzyme A C-Acetyltransferase, Mitochondrial""","""2.0 accoa[m] -> aacoa[m] + coa[m] """,tryptophan_metabolism,"""2.3.1.9""",,,,,,bio/CHEMBL1230762,bio/ACACT1rm
195,HMR_1434,ACACT1x,"""Acetyl Coenzyme A C-Acetyltransferase""","""2.0 accoa[x] -> aacoa[x] + coa[x] """,cholesterol_metabolism,"""2.3.1.9""",R00238,,,,MNXR95194,bio/CHEMBL1230762,bio/HMR_1434
196,HMR_3885,ACACT1x,"""Acetyl Coenzyme A C-Acetyltransferase""","""2.0 accoa[x] -> aacoa[x] + coa[x] """,cholesterol_metabolism,"""2.3.1.9""",R00238,,,,MNXR95194,bio/CHEMBL1230762,bio/HMR_3885
197,HMR_3105,ACACT1x,"""Acetyl Coenzyme A C-Acetyltransferase""","""2.0 accoa[x] -> aacoa[x] + coa[x] """,cholesterol_metabolism,"""2.3.1.9""",R00238,,,,MNXR95194,bio/CHEMBL1230762,bio/HMR_3105
198,HMR_4976,ACACt2m,"""Acetoacetate Mitochondrial Transport via H+ Symport""","""acac[c] + h[c] <=> acac[m] + h[m] """,transport_mitochondrial,"""nan""",,,,,MNXR95207,bio/CHEMBL1230762,bio/HMR_4976
199,HMR_4977,ACACt2m,"""Acetoacetate Mitochondrial Transport via H+ Symport""","""acac[c] + h[c] <=> acac[m] + h[m] """,transport_mitochondrial,"""nan""",,,,,MNXR95207,bio/CHEMBL1230762,bio/HMR_4977
200,HMR_3093,ACACT4p,"""Acetyl Coenzyme A C-Acetyltransferase (Octanoyl Coenzyme A), Peroxisomal""","""3odcoa[x] + coa[x] -> accoa[x] + occoa[x] """,fatty_acid_oxidation,"""2.3.1.16, 2.3.1.9""",R03778,,,,MNXR95198,bio/CHEMBL1230762,bio/HMR_3093
201,HMR_3146,ACACT4p,"""Acetyl Coenzyme A C-Acetyltransferase (Octanoyl Coenzyme A), Peroxisomal""","""3odcoa[x] + coa[x] -> accoa[x] + occoa[x] """,fatty_acid_oxidation,"""2.3.1.16, 2.3.1.9""",R03778,,,,MNXR95198,bio/CHEMBL1230762,bio/HMR_3146
202,HMR_3089,ACACT5p,"""Acetyl Coenzyme A C-Acyltransferase (Decanoyl Coenzyme A), Peroxisomal""","""3oddcoa[x] + coa[x] -> accoa[x] + dcacoa[x] """,fatty_acid_oxidation,"""2.3.1.9""",,,,,MNXR95199,bio/CHEMBL1230762,bio/HMR_3089
203,HMR_3139,ACACT5p,"""Acetyl Coenzyme A C-Acyltransferase (Decanoyl Coenzyme A), Peroxisomal""","""3oddcoa[x] + coa[x] -> accoa[x] + dcacoa[x] """,fatty_acid_oxidation,"""2.3.1.9""",,,,,MNXR95199,bio/CHEMBL1230762,bio/HMR_3139
204,HMR_3085,ACACT6p,"""Acetyl Coenzyme A C-Acetyltransferase (Dodecanoyl), Peroxisomal""","""3otdcoa[x] + coa[x] -> accoa[x] + ddcacoa[x] """,fatty_acid_oxidation,"""2.3.1.16, 2.3.1.9""",R03858,,,,MNXR95201,bio/CHEMBL1230762,bio/HMR_3085
205,HMR_3132,ACACT6p,"""Acetyl Coenzyme A C-Acetyltransferase (Dodecanoyl), Peroxisomal""","""3otdcoa[x] + coa[x] -> accoa[x] + ddcacoa[x] """,fatty_acid_oxidation,"""2.3.1.16, 2.3.1.9""",R03858,,,,MNXR95201,bio/CHEMBL1230762,bio/HMR_3132
