Id,Abbreviation,Name,Charged_Formula,Charge,Average_Molecular_Weight,Monoisotopic_Weight,ChEMBL,KEGGID,PubChemID,ChebiID,HMDB,PDMapName,Reconmap,ReconMap3,FoodDB,ChemSpider,BioCyc,BiggID,Wikipedia,DrugBank,Seed,MetaNetX,KNApSAck,METLIN,CAS_REGISTRY,epa_ID,InCHIKey,InCHIString,SMILES
bio/C19H25O9,1hibupglu_S,"""1-hydroxy S-ibuprofen-glucuronide""",C19H25O9,-1,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,
bio/C24H20ClFN3O7,1hmdgluc,"""1'-OH-Midazolam-Glucuronide""",C24H20ClFN3O7,-1,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,
bio/CHEMBL71733,1mncam,"""1-Methylnicotinamide""",C7H9N2O,1,137.1592,137.0714879,CHEMBL71733,C02918,457.0,16797.0,HMDB0000699,,1mncam,1mncam,FDB022188,444.0,CPD-396,1mncam,,,,MNXM2172,,5667.0,3106-60-3,DTXSID10185019,LDHMAVIPBRSVRG-UHFFFAOYSA-O,"InChI=1S/C7H8N2O/c1-9-4-2-3-6(5-9)7(8)10/h2-5H,1H3,(H-,8,10)/p+1",[H]N([H])C(=O)C1=C([H])[N+](=C([H])C([H])=C1[H])C([H])([H])[H]
bio/C5H10N,1mpyr,"""1-Methylpyrrolinium""",C5H10N,1,84.1396,84.08132433,0,,,27435.0,HMDB0060253,,,,,,CPD-7994,1mpyr,,,cpd03688,MNXM1615,,,,,FDWZAOGDOVQOLD-UHFFFAOYSA-N,"InChI=1S/C5H10N/c1-6-4-2-3-5-6/h4H,2-3,5H2,1H3/q+1",[H]C1=[N+](C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H]
bio/C18H13ClFN3O,1ohmdz,"""1'-OH-Midazolam""",C18H13ClFN3O,0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,
bio/CHEMBL18591,1p2cbxl,"""1-Pyrroline-2-carboxylic acid""",C5H6NO2,-1,113.1146,113.04767849999999,CHEMBL18591,C03564,440046.0,36761.0,HMDB0006875,,,,FDB024129,389057.0,DELTA1-PYRROLINE_2-CARBOXYLATE,1p2cbxl,,,cpd02235,MNXM165560,,,,,RHTAIKJZSXNELN-UHFFFAOYSA-M,"InChI=1S/C5H7NO2/c7-5(8)4-2-1-3-6-4/h1-3H2,(H,7,8)/p-1",[H]C1([H])N=C(C([O-])=O)C([H])([H])C1([H])[H]
bio/C5H6NO3,1p3h5c,"""Pyrroline hydroxycarboxylic acid""",C5H6NO3,-1,129.114,129.04259309999998,0,C04281,1059.0,27391.0,HMDB0001369,,1p3h5c,1p3h5c,FDB022582,1030.0,PYRROLINE-HYDROXY-CARBOXYLATE,1p3h5c,,,cpd02625,MNXM114091,,6196.0,22573-88-2,,WFOFKRKDDKGRIK-IUYQGCFVSA-M,"InChI=1S/C5H7NO3/c7-3-1-4(5(8)9)6-2-3/h2-4,7H,1H2,(H,8,9)/p-1/t3-,4+/m0/s1",[H]O[C@@]1([H])C([H])=N[C@]([H])(C([O-])=O)C1([H])[H]
bio/CHEMBL308149,1pipdn2c,"""D-1-Piperideine-2-Carboxylic Acid""",C6H9NO2,0,127.1412,127.0633285,CHEMBL308149,C04092,1194.0,30912.0,HMDB0001084,,1pipdn2c,1pipdn2c,FDB022415,1157.0,delta(1)-piperideine-2-carboxylate,1pipdn2c,,,cpd00922,MNXM911,,5992.0,2756-89-0,DTXSID80181962,GEJXSVNGWOSZPC-UHFFFAOYSA-N,"InChI=1S/C6H9NO2/c8-6(9)5-3-1-2-4-7-5/h1-4H2,(H,8,9)",[H]OC(=O)C1=NC([H])([H])C([H])([H])C([H])([H])C1([H])[H]
bio/C5H6NO2,1pyr5c,"""1-Pyrroline-5-Carboxylate""",C5H6NO2,-1,113.1159973,113.04767849999999,0,C03912,1196.0,371.0,,,1pyr5c,1pyr5c,,,,1pyr5c,,,cpd02431,MNXM1617,,,64199-88-8,DTXSID10331473,DWAKNKKXGALPNW-UHFFFAOYSA-M,"InChI=1S/C5H7NO2/c7-5(8)4-2-1-3-6-4/h3-4H,1-2H2,(H,7,8)/p-1",[H]C1=NC([H])(C([O-])=O)C([H])([H])C1([H])[H]
bio/CHEMBL173898,20ahchsterol,"""20alpha-Hydroxycholesterol""",C27H46O2,0,402.6529,402.3497807,CHEMBL173898,C05500,440711.0,1296.0,HMDB0006283,,20ahchsterol,20ahchsterol,FDB023876,389586.0,20A-HYDROXY-CHOLESTEROL,20ahchsterol,,,,MNXM164166,,,516-72-3,,MCKLJFJEQRYRQT-APGJSSKUSA-N,"InChI=1S/C27H46O2/c1-18(2)7-6-14-27(5,29)24-11-10-22-21-9-8-19-17-20(28)12-15-25(19,3)23(21)13-16-26(22,24)4/h8,18,20-24,28-29H,6-7,9-17H2,1-5H3/t20-,21-,22-,23-,24-,25-,26-,27-/m0/s1",[H]O[C@]1([H])C([H])([H])C2=C([H])C([H])([H])[C@@]3([H])[C@]4([H])C([H])([H])C([H])([H])[C@]([H])([C@](O[H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])[C@@]4(C([H])([H])[H])C([H])([H])C([H])([H])[C@]3([H])[C@@]2(C([H])([H])[H])C([H])([H])C1([H])[H]
bio/C21H32O3,21hprgnlone,"""21-Hydroxypregnenolone""",C21H32O3,0,0.0,0.0,0,,,,,,,21hprgnlone,,,,,,,,,,,,,MOIQRAOBRXUWGN-ANWDBCJUSA-N,"InChI=1S/C21H32O3/c1-20-9-7-14(23)11-13(20)3-4-15-16-5-6-18(19(24)12-22)21(16,2)10-8-17(15)20/h3,14-18,22-23H,4-12H2,1-2H3/t14-,15?,16?,17?,18+,20-,21-/m0/s1",[H]OC([H])([H])C(=O)[C@@]1([H])C([H])([H])C([H])([H])C2([H])C3([H])C([H])([H])C([H])=C4C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])C3([H])C([H])([H])C([H])([H])[C@]12C([H])([H])[H]
bio/C9H10N2O8P,23cump,"""Uridine 2',3'-cyclic phosphate """,C9H10N2O8P,-1,306.166,306.0253019,0,C02355,439715.0,28637.0,HMDB0011640,,,23cump,FDB028337,388781.0,,23cump,,,cpd01572,MNXM3150,,,40632-52-8,,HWDMHJDYMFRXOX-XVFCMESISA-M,"InChI=1S/C9H11N2O8P/c12-3-4-6-7(19-20(15,16)18-6)8(17-4)11-2-1-5(13)10-9(11)14/h1-2,4,6-8,12H,3H2,(H,15,16)(H,10,13,14)/p-1/t4-,6-,7-,8-/m1/s1",[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=C([H])C(=O)N([H])C2=O)[C@]2([H])OP([O-])(=O)O[C@]12[H]
bio/C8H7NO2,23dh1i56dio,"""2,3-Dihydro-1H-Indole-5,6-Dione""",C8H7NO2,0,149.1490021,149.0476785,0,,,,,,,23dh1i56dio,,,,,,,,,,,67992-45-4,DTXSID80218186,XDEURYRPQDIBSL-UHFFFAOYSA-N,"InChI=1S/C8H7NO2/c10-7-3-5-1-2-9-6(5)4-8(7)11/h3-4,9H,1-2H2",[H]N1C2=C([H])C(=O)C(=O)C([H])=C2C([H])([H])C1([H])[H]
bio/C6H7O7,23doguln,"""2,3-Diketo-L-gulonate""",C6H7O7,-1,192.1235,192.02700259999997,0,C04575,53477844.0,15622.0,HMDB0006511,,23doguln,23doguln,FDB023950,,"2,3-diketo-l-gulonate",23doguln,,,cpd02784,MNXM958,,,3445-22-5,DTXSID40331486,GJQWCDSAOUMKSE-STHAYSLISA-M,"InChI=1S/C6H8O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h2-3,7-9H,1H2,(H,12,13)/p-1/t2-,3+/m0/s1",[H]OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])C(=O)C(=O)C([O-])=O
bio/C3H3O10P2,23dpg,"""2,3-Diphosphoglyceric acid""",C3H3O10P2,-5,266.0371,265.9592695,0,C01159,186004.0,17720.0,HMDB0001294,"2,3-bisphospho-D-glyceric acid",23dpg,23dpg,FDB022538,161681.0,23-DIPHOSPHOGLYCERATE,23dpg,,,cpd00853,MNXM146487,,153.0,138-81-8,,XOHUEYCVLUUEJJ-UWTATZPHSA-I,"InChI=1S/C3H8O10P2/c4-3(5)2(13-15(9,10)11)1-12-14(6,7)8/h2H,1H2,(H,4,5)(H2,6,7,8)(H2,9,10,11)/p-5/t2-/m1/s1",[H]C([H])(OP([O-])([O-])=O)[C@@]([H])(OP([O-])([O-])=O)C([O-])=O
bio/C28H44O3,2425dhvitd2,"""24R,25-Dihydroxyvitamin D2""",C28H44O3,0,0.0,0.0,0,,,,,,2425dhvitd2,2425dhvitd2,,,,2425dhvitd2,,,,MNXM6764,,,,,BPEQZNMKGFTMQE-XIMRHTDJSA-N,"InChI=1S/C28H44O3/c1-19-9-12-23(29)18-22(19)11-10-21-8-7-16-27(5)24(13-14-25(21)27)20(2)15-17-28(6,31)26(3,4)30/h10-11,15,17,20,23-25,29-31H,1,7-9,12-14,16,18H2,2-6H3/b17-15+,21-10+,22-11-",[H]OC1([H])C([H])([H])\C(=C(/[H])\C(\[H])=C2/C([H])([H])C([H])([H])C([H])([H])C3(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])C3([H])C([H])(C(\[H])=C(/[H])C(O[H])(C([H])([H])[H])C(O[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C(=C([H])[H])C([H])([H])C1([H])[H]
bio/C27H44O3,2425dhvitd3,"""Secalciferol""",C27H44O3,0,416.6365,416.3290453,0,C07712,5281059.0,,HMDB0060508,,2425dhvitd3,2425dhvitd3,,4444517.0,,2425dhvitd3,,,,MNXM6763,,,,DTXSID4021260,FCKJYANJHNLEEP-XRWYNYHCSA-N,"InChI=1S/C27H44O3/c1-18-8-12-22(28)17-21(18)11-10-20-7-6-16-27(5)23(13-14-24(20)27)19(2)9-15-25(29)26(3,4)30/h10-11,19,22-25,28-30H,1,6-9,12-17H2,2-5H3/b20-10+,21-11-/t19-,22+,23-,24+,25-,27-/m1/s1",[H]O[C@]([H])(C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])[H])[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])\C(=C(/[H])\C(\[H])=C3/C(=C([H])[H])C([H])([H])C([H])([H])[C@]([H])(O[H])C3([H])[H])C([H])([H])C([H])([H])C([H])([H])[C@]12C([H])([H])[H])C(O[H])(C([H])([H])[H])C([H])([H])[H]
bio/CHEMBL42423,24nph,"""4-Nitrocatechol""",C6H5NO4,0,155.1082,155.02185769999997,CHEMBL42423,C02235,3505109.0,16318.0,HMDB0002916,,24nph,24nph,FDB023081,2745027.0,CPD-158,24nph,,,,MNXM9757,,,,,XJNPNXSISMKQEX-UHFFFAOYSA-N,"InChI=1S/C6H5NO4/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3,8-9H",[H]OC1=C(O[H])C([H])=C(C([H])=C1[H])[N+]([O-])=O
bio/C13H15N4O12P,25aics,"""SAICAR""",C13H15N4O12P,-4,454.2833,454.07370860000003,0,C04823,160666.0,18319.0,HMDB0000797,,25aics,25aics,FDB022251,141175.0,P-RIBOSYL-4-SUCCCARB-AMINOIMIDAZOLE,25aics,Phosphoribosylaminoimidazolesuccinocarboxamide,,cpd02921,MNXM32478,,5762.0,3031-95-6,DTXSID90184404,NAQGHJTUZRHGAC-GYAZKSLVSA-J,"InChI=1S/C13H19N4O12P/c14-10-7(11(22)16-4(13(23)24)1-6(18)19)15-3-17(10)12-9(21)8(20)5(29-12)2-28-30(25,26)27/h3-5,8-9,12,20-21H,1-2,14H2,(H,16,22)(H,18,19)(H,23,24)(H2,25,26,27)/p-4/t4?,5-,8-,9-,12-/m0/s1",[H]O[C@@]1([H])[C@@]([H])(O[C@]([H])(C([H])([H])OP([O-])([O-])=O)[C@@]1([H])O[H])N1C([H])=NC(C(=O)N([H])C([H])(C([O-])=O)C([H])([H])C([O-])=O)=C1N([H])[H]
bio/C28H44O2,25hvitd2,"""25-Hydroxyvitamin D2""",C28H44O2,0,412.6478,412.3341307,0,,22833566.0,,HMDB0001438,,25hvitd2,25hvitd2,FDB022621,17216121.0,,25hvitd2,,,,MNXM4976,,,21343-40-8,,KJKIIUAXZGLUND-BJWBXCNSSA-N,"InChI=1S/C28H44O2/c1-19-10-14-24(29)18-23(19)13-12-22-8-7-17-28(6)25(15-16-26(22)28)20(2)9-11-21(3)27(4,5)30/h9,11-13,20-21,24-26,29-30H,1,7-8,10,14-18H2,2-6H3/b11-9+,22-12+,23-13-/t20-,21+,24+,25?,26+,28-/m1/s1",[H]O[C@]1([H])C([H])([H])\C(=C(/[H])\C(\[H])=C2/C([H])([H])C([H])([H])C([H])([H])[C@@]3(C([H])([H])[H])[C@@]2([H])C([H])([H])C([H])([H])C3([H])[C@@]([H])(C(\[H])=C(/[H])[C@]([H])(C([H])([H])[H])C(O[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C(=C([H])[H])C([H])([H])C1([H])[H]
bio/CHEMBL1040,25hvitd3,"""Calcidiol""",C27H44O2,0,400.6371,400.3341307,CHEMBL1040,C01561,5283731.0,17933.0,HMDB0003550,,25hvitd3,25hvitd3,FDB021782,4446820.0,CALCIDIOL,25hvitd3,Calcidiol,DB00146,,MNXM162388,C00040805,6949.0,19356-17-3,DTXSID0022721,JWUBBDSIWDLEOM-DTOXIADCSA-N,"InChI=1S/C27H44O2/c1-19-10-13-23(28)18-22(19)12-11-21-9-7-17-27(5)24(14-15-25(21)27)20(2)8-6-16-26(3,4)29/h11-12,20,23-25,28-29H,1,6-10,13-18H2,2-5H3/b21-11+,22-12-/t20-,23+,24-,25+,27-/m1/s1",[H]O[C@]1([H])C([H])([H])\C(=C(/[H])\C(\[H])=C2/C([H])([H])C([H])([H])C([H])([H])[C@@]3(C([H])([H])[H])[C@@]2([H])C([H])([H])C([H])([H])[C@]3([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C(O[H])(C([H])([H])[H])C([H])([H])[H])C(=C([H])[H])C([H])([H])C1([H])[H]
bio/C3H5NO2,2amac,"""2-Aminoacrylic acid""",C3H5NO2,0,87.0773,87.03202841,0,C02218,123991.0,17123.0,HMDB0003609,,2amac,2amac,FDB023206,110510.0,,2amac,Dehydroalanine,DB02688,cpd01495,MNXM3414,,,28453-71-6,DTXSID90173131,UQBOJOOOTLPNST-UHFFFAOYSA-N,"InChI=1S/C3H5NO2/c1-2(4)3(5)6/h1,4H2,(H,5,6)",[H]C([H])=C(C([O-])=O)[N+]([H])([H])[H]
bio/CHEMBL1321977,2ameph,"""Ciliatine""",C2H7NO3P,-1,125.064003,125.0241801,CHEMBL1321977,C03557,339.0,15573.0,HMDB0011747,,,,FDB028420,332.0,CPD-1106,2ameph,,,,MNXM1692,,,2041-14-7,DTXSID10174362,QQVDJLLNRSOCEL-UHFFFAOYSA-M,"InChI=1S/C2H8NO3P/c3-1-2-7(4,5)6/h1-3H2,(H2,4,5,6)/p-1",[H][N+]([H])([H])C([H])([H])C([H])([H])P([O-])([O-])=O
bio/C4H7NO3,2aobut,"""L-2-Amino-3-oxobutanoic acid""",C4H7NO3,0,117.1033,117.04259309999999,0,C03508,440033.0,40673.0,HMDB0006454,,2aobut,2aobut,FDB023915,389046.0,AMINO-OXOBUT,2aobut,,,cpd02211,MNXM114087,,,,,SAUCHDKDCUROAO-VKHMYHEASA-N,"InChI=1S/C4H7NO3/c1-2(6)3(5)4(7)8/h3H,5H2,1H3,(H,7,8)/t3-/m0/s1",[H]C([H])([H])C(=O)[C@@]([H])(C([O-])=O)[N+]([H])([H])[H]
bio/C9H8NO4,2c23dh56dhoxin,"""Leucodopachrome""",C9H8NO4,-1,195.1721,195.0531578,0,C05604,161255.0,60872.0,HMDB0004067,,2c23dh56dhoxin,2c23dh56dhoxin,FDB023297,141655.0,,2c23dh56dhoxin,,,,MNXM163662,C00051835,,18766-67-1,DTXSID80172072,JDWYRSDDJVCWPB-LURJTMIESA-M,"InChI=1S/C9H9NO4/c11-7-2-4-1-6(9(13)14)10-5(4)3-8(7)12/h2-3,6,10-12H,1H2,(H,13,14)/p-1/t6-/m0/s1",[H]OC1=C([H])C2=C(C([H])=C1O[H])C([H])([H])[C@]([H])(N2[H])C([O-])=O
bio/C9H7O3,2coum,"""Coumaric acid""",C9H7O3,-1,164.158,164.04734409999998,0,C05838,5280841.0,28873.0,HMDB0041592,,,,FDB021703,4444389.0,,2coum,Coumaric_acid,,cpd03468,MNXM3237,,,495-79-4,,PMOWTIHVNWZYFI-WAYWQWQTSA-M,"InChI=1S/C9H8O3/c10-8-4-2-1-3-7(8)5-6-9(11)12/h1-6,10H,(H,11,12)/p-1/b6-5-",[H]OC1=C([H])C([H])=C([H])C([H])=C1\C([H])=C(\[H])C([O-])=O
bio/C33H50N7O17P3S,2ddecdicoa,"""2,6-Dodecadienoyl Coenzyme A""",C33H50N7O17P3S,-4,0.0,0.0,0,,53480665.0,,,,2ddecdicoa,2ddecdicoa,,,,,,,,,,,,,BNPQDIKRZDRREL-GQUYLXGASA-J,"InChI=1S/C33H54N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-24(42)61-17-16-35-23(41)14-15-36-31(45)28(44)33(2,3)19-54-60(51,52)57-59(49,50)53-18-22-27(56-58(46,47)48)26(43)32(55-22)40-21-39-25-29(34)37-20-38-30(25)40/h8-9,12-13,20-22,26-28,32,43-44H,4-7,10-11,14-19H2,1-3H3,(H,35,41)(H,36,45)(H,49,50)(H,51,52)(H2,34,37,38)(H2,46,47,48)/p-4/b9-8-,13-12+/t22-,26-,27-,28+,32-/m1/s1",[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C(\[H])=C(/[H])C([H])([H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C(N=C([H])N=C23)N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O
bio/C31H46N7O17P3S,2decdicoa,"""2,7-Decadienoyl Coenzyme A""",C31H46N7O17P3S,-4,0.0,0.0,0,,,,,,2decdicoa,2decdicoa,,,,,,,,,,,,,CDCJVILOANYHMI-CPAJBTEKSA-J,"InChI=1S/C31H50N7O17P3S/c1-4-5-6-7-8-9-10-11-22(40)59-15-14-33-21(39)12-13-34-29(43)26(42)31(2,3)17-52-58(49,50)55-57(47,48)51-16-20-25(54-56(44,45)46)24(41)30(53-20)38-19-37-23-27(32)35-18-36-28(23)38/h5-6,10-11,18-20,24-26,30,41-42H,4,7-9,12-17H2,1-3H3,(H,33,39)(H,34,43)(H,47,48)(H,49,50)(H2,32,35,36)(H2,44,45,46)/p-4/b6-5-,11-10+/t20-,24-,25-,26+,30-/m1/s1",[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C(\[H])=C(/[H])C([H])([H])C([H])([H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C2N=C([H])N=C3N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O
bio/C43H62N7O17P3S,2docohexecoa,"""2,7,10,13,16,19-Docosahexenoyl Coenzyme A""",C43H62N7O17P3S,-4,0.0,0.0,0,,,,,,2docohexecoa,2docohexecoa,,,,,,,,,,,,,HGVXUTAEZALTIG-XHTFRJCKSA-J,"InChI=1S/C43H66N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-34(52)71-27-26-45-33(51)24-25-46-41(55)38(54)43(2,3)29-64-70(61,62)67-69(59,60)63-28-32-37(66-68(56,57)58)36(53)42(65-32)50-31-49-35-39(44)47-30-48-40(35)50/h5-6,8-9,11-12,14-15,17-18,22-23,30-32,36-38,42,53-54H,4,7,10,13,16,19-21,24-29H2,1-3H3,(H,45,51)(H,46,55)(H,59,60)(H,61,62)(H2,44,47,48)(H2,56,57,58)/p-4/b6-5+,9-8+,12-11+,15-14+,18-17+,23-22+/t32-,36-,37-,38+,42-/m1/s1",[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C(\[H])=C(/[H])C([H])([H])C([H])([H])C([H])([H])C(\[H])=C(/[H])C([H])([H])C(\[H])=C(/[H])C([H])([H])C(\[H])=C(/[H])C([H])([H])C(\[H])=C(/[H])C([H])([H])C(\[H])=C(/[H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C(N=C([H])N=C23)N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O
bio/C43H64N7O17P3S,2docopencoa,"""2,7,10,13,16-Docosapentenoyl Coenzyme A""",C43H64N7O17P3S,-4,0.0,0.0,0,,,,,,2docopencoa,2docopencoa,,,,,,,,,,,,,XSIBQUOFLNIVEK-XPBIURITSA-J,"InChI=1S/C43H68N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-34(52)71-27-26-45-33(51)24-25-46-41(55)38(54)43(2,3)29-64-70(61,62)67-69(59,60)63-28-32-37(66-68(56,57)58)36(53)42(65-32)50-31-49-35-39(44)47-30-48-40(35)50/h8-9,11-12,14-15,17-18,22-23,30-32,36-38,42,53-54H,4-7,10,13,16,19-21,24-29H2,1-3H3,(H,45,51)(H,46,55)(H,59,60)(H,61,62)(H2,44,47,48)(H2,56,57,58)/p-4/b9-8-,12-11-,15-14-,18-17-,23-22+/t32-,36-,37-,38+,42-/m1/s1",[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C(\[H])=C(/[H])C([H])([H])C([H])([H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C2N=C([H])N=C3N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O
bio/C33H48N7O17P3S,2dodtricoa,"""2,6,9-Dodecatrienoyl Coenzyme A""",C33H48N7O17P3S,-4,0.0,0.0,0,,,,,,2dodtricoa,2dodtricoa,,,,,,,,,,,,,XGHIPSZYSVQIHM-JHHAAFDISA-J,"InChI=1S/C33H52N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-24(42)61-17-16-35-23(41)14-15-36-31(45)28(44)33(2,3)19-54-60(51,52)57-59(49,50)53-18-22-27(56-58(46,47)48)26(43)32(55-22)40-21-39-25-29(34)37-20-38-30(25)40/h5-6,8-9,12-13,20-22,26-28,32,43-44H,4,7,10-11,14-19H2,1-3H3,(H,35,41)(H,36,45)(H,49,50)(H,51,52)(H2,34,37,38)(H2,46,47,48)/p-4/b6-5-,9-8-,13-12+/t22-,26-,27-,28+,32-/m1/s1",[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C(\[H])=C(/[H])C([H])([H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C2N=C([H])N=C3N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O
bio/C57H88O2,2dp6mep,"""2-Decaprenyl-6-methoxyphenol""",C57H88O2,0,805.3074,804.6784321,0,,,50774.0,HMDB0060250,,2dp6mep,2dp6mep,,,CPD-9865,2dp6mep,,,,MNXM91882,,,,,FYLLWSGFAAQKHU-GBBROCKZSA-N,"InChI=1S/C57H88O2/c1-45(2)23-13-24-46(3)25-14-26-47(4)27-15-28-48(5)29-16-30-49(6)31-17-32-50(7)33-18-34-51(8)35-19-36-52(9)37-20-38-53(10)39-21-40-54(11)43-44-55-41-22-42-56(59-12)57(55)58/h22-23,25,27,29,31,33,35,37,39,41-43,58H,13-21,24,26,28,30,32,34,36,38,40,44H2,1-12H3/b46-25+,47-27+,48-29+,49-31+,50-33+,51-35+,52-37+,53-39+,54-43+",[H]OC1=C(C([H])=C([H])C([H])=C1OC([H])([H])[H])C([H])([H])C(\[H])=C(/C([H])([H])[H])C([H])([H])C([H])([H])C(\[H])=C(/C([H])([H])[H])C([H])([H])C([H])([H])C(\[H])=C(/C([H])([H])[H])C([H])([H])C([H])([H])C(\[H])=C(/C([H])([H])[H])C([H])([H])C([H])([H])C(\[H])=C(/C([H])([H])[H])C([H])([H])C([H])([H])C(\[H])=C(/C([H])([H])[H])C([H])([H])C([H])([H])C(\[H])=C(/C([H])([H])[H])C([H])([H])C([H])([H])C(\[H])=C(/C([H])([H])[H])C([H])([H])C([H])([H])C(\[H])=C(/C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H]
bio/C57H86O3,2dp6mobq,"""2-Decaprenyl-6-methoxy-1,4-benzoquinone""",C57H86O3,0,819.2909,818.6576966,0,,,50773.0,HMDB0060248,,2dp6mobq,2dp6mobq,,,CPD-11659,2dp6mobq,,,,MNXM9806,,,,,POYJNCVGTDCCPK-RDSVHMIISA-N,"InChI=1S/C57H86O3/c1-44(2)22-13-23-45(3)24-14-25-46(4)26-15-27-47(5)28-16-29-48(6)30-17-31-49(7)32-18-33-50(8)34-19-35-51(9)36-20-37-52(10)38-21-39-53(11)40-41-54-42-55(58)43-56(60-12)57(54)59/h22,24,26,28,30,32,34,36,38,40,42-43H,13-21,23,25,27,29,31,33,35,37,39,41H2,1-12H3/b45-24+,46-26+,47-28+,48-30+,49-32+,50-34+,51-36+,52-38+,53-40+",[H]C(=C(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C(=C(/[H])C([H])([H])C([H])([H])C(=C(/[H])C([H])([H])C([H])([H])C(=C(/[H])C([H])([H])C([H])([H])C(=C(/[H])C([H])([H])C([H])([H])C(=C(/[H])C([H])([H])C([H])([H])C(=C(/[H])C([H])([H])C([H])([H])C(=C(/[H])C([H])([H])C([H])([H])C(=C(/[H])C([H])([H])C([H])([H])C(=C(/[H])C([H])([H])C1=C([H])C(=O)C([H])=C(OC([H])([H])[H])C1=O)\C([H])([H])[H])\C([H])([H])[H])\C([H])([H])[H])\C([H])([H])[H])\C([H])([H])[H])\C([H])([H])[H])\C([H])([H])[H])\C([H])([H])[H])\C([H])([H])[H]
